EntryID,NameID,Timestamp,WhatGenreOfMusicMostAccuratelyDescribesThisArtistProject,ReleaseDate,StreamsLast28Days,ListenersLast28Days,SavesLast28Days,PlaylistAddsLast28Days,StreamsLast7Days,ListenersLast7Days,SavesLast7Days,PlaylistAddsLast7Days,StreamsAllTime,RadioStreamsLast28Days,DiscoverWeeklyStreamsLast28Days,ReleaseRadarStreamsLast28Days,RadioStreamsLast7Days,DiscoverWeeklyStreamsLast7Days,ReleaseRadarStreamsLast7Days,CurrentSpotifyFollowers,PopularityIndex,WhatIsTheDominantWayThisArtistHasPromotedThisSong,ReleaseConsistency,HowManySongsDoYouHaveInRadioRightNow,HowManySongsHasThisArtistEverReleased,AreYouIndependentOrSignedToALabel,IsThisSongOptedIntoSpotifyDiscoveryMode,ReleaseConsistencyNum,DaysSinceRelease,WeeksSinceRelease,NewRelease,PI_Category,PI_Category_2,ListenersStreamRatio28Days,ListenersStreamRatio7Days,AlgoStreams28Days,AlgoStreams7Days,NonAlgoStreams28Days,NonAlgoStreams7Days,ListenersStreamRatio28Days_adj,ListenersStreamRatio7Days_adj,SavesLast28Days_adj,PlaylistAddsLast28Days_adj,ReleasePhaseEarly
EID226,NID088,2025-03-29T16:15:52.949Z,EDM / Electronic,2024-07-26T00:00:00Z,625,363,12.0,32.0,137.0,110,5.0,4.0,23740.0,66.0,0.0,0.0,7.0,0.0,0.0,527,11,Facebook / Meta Ads,Over 12 weeks,5.0,6,Independent,No,14.0,246,36,no,11-13,11-15,1.72176308539945,1.24545454545455,66.0,7.0,559.0,130.0,1.79034244887903,1.24264705882353,10.11,30.29,False
EID227,NID219,2025-03-29T18:25:10.169Z,EDM / Electronic,2023-07-07T00:00:00Z,32058,16822,611.0,766.0,8572.0,5642,185.0,206.0,508926.0,12406.0,823.0,0.0,2962.0,751.0,0.0,4116,37,Facebook / Meta Ads,7-8 weeks,19.0,21,Independent,Yes,7.5,631,91,no,36-40,31-40,1.90571870170015,1.51931939028713,13229.0,3713.0,18829.0,4859.0,2.83319829621742,1.744173845814,231.73,423.09,False
EID228,NID083,2025-03-30T09:34:36.032Z,Pop,2024-05-31T00:00:00Z,485,170,18.0,16.0,93.0,60,7.0,10.0,1537.0,49.0,0.0,0.0,14.0,0.0,0.0,94,9,Facebook / Meta Ads,Over 12 weeks,2.0,5,Independent,No,14.0,303,44,no,6-10,6-10,2.85294117647059,1.55,49.0,14.0,436.0,79.0,3.2953488372093,1.6046875,16.6,14.73,False
EID229,NID220,2025-03-30T09:38:20.268Z,Pop,2025-03-21T00:00:00Z,201,92,52.0,48.0,190.0,88,47.0,44.0,201.0,0.0,0.0,28.0,0.0,0.0,22.0,94,6,Facebook / Meta Ads,Over 12 weeks,2.0,5,Independent,No,14.0,9,2,yes,6-10,6-10,2.18478260869565,2.15909090909091,28.0,22.0,173.0,168.0,2.45524017467249,2.36363636363636,51.2,47.27,True
EID230,NID149,2025-03-30T14:26:15.264Z,EDM / Electronic,2020-03-03T00:00:00Z,5621,2534,54.0,189.0,1479.0,930,13.0,46.0,124235.0,820.0,0.0,0.0,216.0,0.0,0.0,844,26,No promotion,3-4 weeks,10.0,63,Independent,No,3.5,1853,265,no,26-29,26-30,2.2182320441989,1.59032258064516,820.0,216.0,4801.0,1263.0,2.5225527443214,1.65347432024169,30.49,167.74,False
EID231,NID150,2025-03-30T14:28:25.147Z,EDM / Electronic,2022-01-16T00:00:00Z,10590,2077,121.0,220.0,3073.0,1081,42.0,81.0,44652.0,676.0,0.0,0.0,499.0,0.0,0.0,844,30,No promotion,3-4 weeks,10.0,63,Signed to a label,No,3.5,1169,168,no,30-32,26-30,5.09870004814637,2.8427382053654,676.0,499.0,9914.0,2574.0,6.36737315350032,3.69215491559086,101.62,202.48,False
EID232,NID152,2025-03-30T14:30:39.813Z,EDM / Electronic,2024-01-19T00:00:00Z,5157,794,21.0,78.0,1240.0,305,6.0,20.0,21705.0,441.0,0.0,0.0,128.0,0.0,0.0,844,24,No promotion,3-4 weeks,10.0,63,Independent,No,3.5,436,63,no,22-25,21-25,6.49496221662469,4.0655737704918,441.0,128.0,4716.0,1112.0,10.3700947225981,5.38398510242086,8.36,66.57,False
EID233,NID151,2025-03-30T14:33:56.985Z,EDM / Electronic,2025-01-31T00:00:00Z,1339,420,20.0,32.0,308.0,149,2.0,6.0,4745.0,108.0,0.0,8.0,34.0,0.0,0.0,844,17,No promotion,3-4 weeks,10.0,63,Independent,No,3.5,58,9,no,17-19,16-20,3.18809523809524,2.06711409395973,116.0,34.0,1223.0,274.0,3.69744186046512,2.23043206011271,16.67,28.99,False
EID234,NID153,2025-03-30T14:36:20.718Z,EDM / Electronic,2025-02-21T00:00:00Z,1524,808,22.0,26.0,231.0,161,2.0,4.0,1999.0,854.0,0.0,109.0,125.0,0.0,7.0,844,15,No promotion,3-4 weeks,10.0,63,Independent,No,3.5,37,6,no,14-16,11-15,1.88613861386139,1.43478260869565,963.0,132.0,561.0,99.0,8.34439359267734,1.66494178525226,-5.61,1.04,False
EID235,NID221,2025-03-31T00:28:10.634Z,EDM / Electronic,2023-09-15T00:00:00Z,18534,13084,74.0,87.0,4127.0,3352,15.0,17.0,286569.0,6093.0,94.0,0.0,1252.0,44.0,0.0,2353,34,Facebook / Meta Ads,5-6 weeks,10.0,10,Independent,Yes,5.5,563,81,no,33-35,31-40,1.41653928462244,1.23120525059666,6187.0,1296.0,12347.0,2831.0,1.48316423647687,1.202083877711,-103.38,-73.37,False
EID236,NID222,2025-03-31T00:32:27.662Z,EDM / Electronic,2024-07-07T00:00:00Z,16446,11188,97.0,68.0,3673.0,2917,35.0,34.0,84278.0,5357.0,268.0,0.0,1245.0,241.0,0.0,2353,33,Facebook / Meta Ads,7-8 weeks,10.0,10,Independent,Yes,7.5,267,39,no,33-35,31-40,1.46996782266714,1.25917038052794,5625.0,1486.0,10821.0,2187.0,1.5771576563446,1.23286067386497,-64.26,-77.81,False
EID237,NID223,2025-03-31T00:34:58.231Z,EDM / Electronic,2025-02-14T00:00:00Z,1466,773,89.0,78.0,266.0,179,10.0,12.0,6804.0,466.0,0.0,52.0,114.0,0.0,0.0,2353,19,Facebook / Meta Ads,7-8 weeks,10.0,10,Independent,No,7.5,45,7,no,17-19,16-20,1.89650711513583,1.48603351955307,518.0,114.0,948.0,152.0,2.53111521873075,1.66470092670598,74.15,64.57,False
EID238,NID224,2025-03-31T00:38:11.962Z,EDM / Electronic,2024-11-15T00:00:00Z,2868,2137,63.0,49.0,787.0,664,15.0,12.0,15171.0,2215.0,0.0,0.0,649.0,0.0,0.0,2353,20,Facebook / Meta Ads,7-8 weeks,10.0,10,Independent,Yes,7.5,136,20,no,20-21,16-20,1.34206832007487,1.18524096385542,2215.0,649.0,653.0,138.0,1.50754750488368,1.0,-0.5,-8.42,False
EID239,NID225,2025-03-31T01:17:44.721Z,EDM / Electronic,2025-03-26T00:00:00Z,412,324,127.0,39.0,412.0,324,127.0,39.0,412.0,0.0,0.0,24.0,0.0,0.0,24.0,2402,8,Facebook / Meta Ads,5-6 weeks,10.0,63,Independent,No,5.5,5,1,yes,6-10,6-10,1.27160493827161,1.27160493827161,24.0,24.0,388.0,388.0,1.269889224572,1.269889224572,126.31,38.38,True
EID240,NID226,2025-03-31T01:21:22.311Z,Rock,2025-03-26T00:00:00Z,2538,1670,246.0,250.0,2538.0,1670,246.0,250.0,2538.0,50.0,0.0,1225.0,50.0,0.0,1225.0,2185,19,Social Media,Over 12 weeks,10.0,21,Independent,No,14.0,5,1,yes,17-19,16-20,1.51976047904192,1.51976047904192,1275.0,1275.0,1263.0,1263.0,1.83247767857143,1.83247767857143,209.45,216.95,True
EID241,NID227,2025-03-31T03:49:48.551Z,Classical,2024-03-08T00:00:00Z,2602,1403,40.0,80.0,414.0,281,14.0,9.0,26897.0,8.0,0.0,0.0,3.0,0.0,0.0,310,20,SubmitHub / Groover / Playlist Push,7-8 weeks,7.0,65,Independent,Yes,7.5,388,56,no,20-21,16-20,1.85459729151818,1.47330960854093,8.0,3.0,2594.0,411.0,1.85704058593535,1.47474468672371,39.77,79.79,False
EID242,NID228,2025-03-31T04:24:43.796Z,EDM / Electronic,2024-08-30T00:00:00Z,70521,38896,2695.0,2095.0,14449.0,9940,518.0,409.0,363522.0,30819.0,11498.0,0.0,6149.0,1289.0,0.0,3199,42,Facebook / Meta Ads,Over 12 weeks,10.0,12,Independent,Yes,14.0,213,31,no,41-45,41-100,1.81306561085973,1.45362173038229,42317.0,7438.0,28204.0,7011.0,4.44545212056548,1.66198030634573,1481.8,998.09,False
EID243,NID229,2025-03-31T04:28:13.500Z,EDM / Electronic,2024-07-19T00:00:00Z,19401,10603,1465.0,433.0,4041.0,2696,298.0,84.0,160477.0,6033.0,2419.0,0.0,1279.0,149.0,0.0,3199,33,Facebook / Meta Ads,Over 12 weeks,10.0,12,Independent,Yes,14.0,255,37,no,33-35,31-40,1.82976516080355,1.49888724035608,8452.0,1428.0,10949.0,2613.0,2.66953618785048,1.63564137134052,1222.69,213.91,False
EID244,NID230,2025-03-31T17:47:31.592Z,Rock,2024-01-26T00:00:00Z,6151,3016,488.0,365.0,1689.0,1120,123.0,109.0,19126.0,749.0,,,289.0,,,442,25,Facebook / Meta Ads,Over 12 weeks,10.0,49,Independent,No,14.0,430,62,no,22-25,21-25,2.03945623342175,1.50803571428571,,,,,,,,,False
EID245,NID231,2025-04-01T05:35:47.683Z,EDM / Electronic,2025-02-28T00:00:00Z,20250,9291,2343.0,1136.0,4662.0,2503,430.0,228.0,22683.0,2346.0,634.0,1362.0,270.0,68.0,417.0,3204,33,Facebook / Meta Ads,Over 12 weeks,10.0,12,Independent,Yes,14.0,32,5,no,33-35,31-40,2.17952857604133,1.86256492209349,4342.0,755.0,15908.0,3907.0,2.67316417408839,2.03253431509864,2218.52,1023.45,True
EID246,NID232,2025-04-01T05:38:45.144Z,EDM / Electronic,2023-09-29T00:00:00Z,16926,9075,1275.0,542.0,3768.0,2517,258.0,103.0,605015.0,3039.0,92.0,0.0,549.0,0.0,0.0,3204,33,Facebook / Meta Ads,Over 12 weeks,10.0,12,Independent,Yes,14.0,550,79,no,33-35,31-40,1.86512396694215,1.49702026221692,3131.0,549.0,13795.0,3219.0,2.0692897940345,1.53674121405751,1185.24,460.84,False
EID247,NID082,2025-04-01T07:30:05.337Z,EDM / Electronic,2025-03-12T00:00:00Z,6365,3010,1401.0,916.0,3273.0,1541,427.0,371.0,6365.0,725.0,0.0,15.0,209.0,0.0,0.0,314,26,Facebook / Meta Ads,5-6 weeks,2.0,2,Signed to a label,No,5.5,20,3,yes,26-29,26-30,2.11461794019934,2.1239454899416,740.0,209.0,5625.0,3064.0,2.30460132366845,2.21991863122109,1379.78,896.82,True
EID248,NID158,2025-04-01T08:32:15.434Z,Pop,2025-03-12T00:00:00Z,1887,914,138.0,99.0,679.0,327,55.0,51.0,1887.0,507.0,0.0,238.0,76.0,0.0,21.0,1150,17,Facebook / Meta Ads,Over 12 weeks,10.0,26,Independent,No,14.0,20,3,yes,17-19,16-20,2.06455142231947,2.07645259938838,745.0,97.0,1142.0,582.0,3.34972924187726,2.30600426699177,116.64,79.69,True
EID249,NID233,2025-04-02T07:26:50.401Z,Ambient / Relaxing / Meditation / World / New Age,2023-09-04T00:00:00Z,13766,1200,900.0,92.0,,917,32.0,34.0,43000.0,,,,,,,4120,12,No promotion,Over 12 weeks,0.0,4,Independent,No,14.0,576,83,no,11-13,11-15,11.4716666666667,,,,,,,,,,False
EID250,NID093,2025-04-02T07:42:51.372Z,EDM / Electronic,2025-03-07T00:00:00Z,4385,2232,197.0,259.0,1308.0,822,14.0,45.0,4385.0,405.0,0.0,29.0,52.0,0.0,0.0,1597,23,SubmitHub / Groover / Playlist Push,9-10 weeks,4.0,20,Independent,No,9.5,26,4,yes,22-25,21-25,1.96460573476703,1.59124087591241,434.0,52.0,3951.0,1256.0,2.08149619063057,1.60613810741688,184.56,247.75,True
EID251,NID234,2025-04-02T09:58:14.739Z,EDM / Electronic,2024-04-30T00:00:00Z,27169,12029,209.0,490.0,5840.0,3731,36.0,100.0,776017.0,11522.0,75.0,0.0,2295.0,38.0,0.0,635,38,Facebook / Meta Ads,7-8 weeks,10.0,18,Independent,Yes,7.5,337,49,no,36-40,31-40,2.25862498960845,1.56526400428839,11597.0,2333.0,15572.0,3507.0,5.00992402306531,1.81110713860088,-123.48,189.39,False
EID252,NID235,2025-04-02T10:01:46.477Z,EDM / Electronic,2024-12-18T00:00:00Z,1984,1077,27.0,48.0,442.0,322,7.0,8.0,15970.0,498.0,0.0,0.0,118.0,0.0,0.0,635,19,Facebook / Meta Ads,7-8 weeks,10.0,18,Independent,No,7.5,105,16,no,17-19,16-20,1.84215413184773,1.37267080745342,498.0,118.0,1486.0,324.0,2.14144773306729,1.40119760479042,12.72,35.09,False
EID253,NID236,2025-04-02T10:11:12.491Z,Americana / Folk,2025-03-19T00:00:00Z,6355,3794,399.0,316.0,2175.0,1411,66.0,69.0,6355.0,332.0,0.0,3846.0,210.0,0.0,1222.0,6825,26,Social Media,5-6 weeks,10.0,45,Independent,No,5.5,14,3,yes,26-29,26-30,1.67501317870322,1.54145995747697,4178.0,1432.0,2177.0,743.0,3.75245293025723,2.4009445687298,279.22,207.7,True
EID254,NID237,2025-04-02T10:13:53.551Z,Rock,2024-11-08T00:00:00Z,3584,2909,135.0,60.0,918.0,805,48.0,15.0,36359.0,2473.0,0.0,0.0,625.0,0.0,0.0,805,22,Facebook / Meta Ads,Over 12 weeks,7.0,22,Independent,Yes,14.0,145,21,no,22-25,21-25,1.23203850120316,1.14037267080745,2473.0,625.0,1111.0,293.0,1.10361427370673,1.0,64.1,-4.1,False
EID255,NID238,2025-04-02T10:18:07.130Z,Rock,2024-09-27T00:00:00Z,1653,1085,177.0,144.0,562.0,422,73.0,55.0,17367.0,450.0,0.0,0.0,120.0,0.0,0.0,805,15,Facebook / Meta Ads,Over 12 weeks,7.0,22,Independent,Yes,14.0,187,27,no,14-16,11-15,1.52350230414747,1.33175355450237,450.0,120.0,1203.0,442.0,1.62821447162936,1.34064395706953,164.1,132.34,False
EID256,NID239,2025-04-02T10:18:15.496Z,Americana / Folk,2024-04-19T00:00:00Z,30416,17566,539.0,471.0,6274.0,4673,98.0,110.0,189865.0,18383.0,3045.0,0.0,3382.0,858.0,0.0,6825,36,Social Media,5-6 weeks,10.0,45,Independent,Yes,5.5,348,50,no,36-40,31-40,1.73152681316179,1.34260646265782,21428.0,4240.0,8988.0,2034.0,8.29975848842164,1.44105945828111,-75.33,-84.44,False
EID257,NID180,2025-04-02T10:32:57.441Z,Metal,2024-03-29T00:00:00Z,549,310,12.0,13.0,139.0,100,4.0,2.0,20819.0,168.0,0.0,0.0,40.0,0.0,0.0,671,9,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,369,53,no,6-10,6-10,1.77096774193548,1.39,168.0,40.0,381.0,99.0,2.10765957446809,1.43,7.18,8.65,False
EID258,NID240,2025-04-02T10:35:36.666Z,Metal,2024-05-10T00:00:00Z,420,229,9.0,8.0,130.0,88,2.0,2.0,19254.0,40.0,0.0,0.0,8.0,0.0,0.0,671,8,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,327,47,no,6-10,6-10,1.83406113537118,1.47727272727273,40.0,8.0,380.0,122.0,1.91695770275514,1.4906015037594,7.85,6.96,False
EID259,NID182,2025-04-02T10:39:05.036Z,Rock,2024-06-21T00:00:00Z,740,441,17.0,5.0,217.0,157,6.0,2.0,16219.0,323.0,0.0,0.0,98.0,0.0,0.0,671,11,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,285,41,no,11-13,11-15,1.67800453514739,1.38216560509554,323.0,98.0,417.0,119.0,2.1658010387535,1.45805843543827,7.74,-3.37,False
EID260,NID183,2025-04-02T10:41:11.333Z,Rock,2024-08-02T00:00:00Z,787,508,9.0,12.0,168.0,127,3.0,3.0,15014.0,326.0,0.0,0.0,51.0,0.0,0.0,671,12,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,243,35,no,11-13,11-15,1.5492125984252,1.32283464566929,326.0,51.0,461.0,117.0,1.79216507177034,1.3330411919369,-0.35,3.55,False
EID261,NID184,2025-04-02T10:44:09.525Z,Metal,2024-09-13T00:00:00Z,1308,742,38.0,52.0,393.0,259,10.0,12.0,17232.0,565.0,0.0,0.0,178.0,0.0,0.0,671,16,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,Yes,14.0,201,29,no,14-16,16-20,1.76280323450135,1.51737451737452,565.0,178.0,743.0,215.0,2.41716716716717,1.76118462507876,21.8,37.35,False
EID262,NID241,2025-04-02T13:26:46.755Z,Rock,2025-02-28T00:00:00Z,976,494,155.0,64.0,224.0,124,13.0,5.0,1008.0,279.0,0.0,0.0,80.0,0.0,0.0,27,12,Facebook / Meta Ads,5-6 weeks,2.0,2,Independent,No,5.5,33,5,no,11-13,11-15,1.97570850202429,1.80645161290323,279.0,80.0,697.0,144.0,2.49476872246696,2.30541871921182,147.0,56.77,True
EID263,NID242,2025-04-02T13:52:09.131Z,Pop,2025-03-25T00:00:00Z,17983,9171,2948.0,1632.0,14656.0,7718,2532.0,1454.0,17983.0,1970.0,0.0,1916.0,1970.0,0.0,1916.0,2547,31,Facebook / Meta Ads,11-12 weeks,10.0,13,Signed to a label,Yes,11.5,8,2,yes,30-32,31-40,1.96085486860757,1.89893754858772,3886.0,3886.0,14097.0,10770.0,2.28041511640929,2.27754823177278,2836.59,1531.27,True
EID264,NID243,2025-04-02T14:48:33.805Z,,2025-02-21T00:00:00Z,41099,24655,1560.0,667.0,5696.0,3827,202.0,89.0,61633.0,1567.0,139.0,14868.0,266.0,6.0,923.0,2539,39,Facebook / Meta Ads,7-8 weeks,5.0,5,Independent,No,7.5,40,6,no,36-40,31-40,1.66696410464409,1.48837209302326,16574.0,1195.0,24525.0,4501.0,2.05992569859473,1.54792201264517,1084.83,237.38,False
EID265,NID244,2025-04-02T15:00:42.833Z,EDM / Electronic,2024-05-16T00:00:00Z,17311,7084,449.0,571.0,4154.0,2408,106.0,138.0,184093.0,4487.0,736.0,0.0,1041.0,149.0,0.0,3148,33,Facebook / Meta Ads,3-4 weeks,10.0,56,Independent,Yes,3.5,321,46,no,33-35,31-40,2.44367588932806,1.72508305647841,5223.0,1190.0,12088.0,2964.0,3.94220059204255,1.98577612863327,299.26,435.61,False
EID266,NID245,2025-04-02T15:06:16.996Z,EDM / Electronic,2024-11-02T00:00:00Z,14358,7227,296.0,351.0,4452.0,2679,93.0,96.0,63626.0,4338.0,3681.0,0.0,1137.0,1333.0,0.0,3148,32,Facebook / Meta Ads,3-4 weeks,10.0,56,Independent,Yes,3.5,151,22,no,30-32,31-40,1.98671647986716,1.66181410974244,8019.0,2470.0,6339.0,1982.0,5.98844560715064,2.54428754813864,66.1,143.14,False
EID267,NID246,2025-04-02T15:10:27.459Z,EDM / Electronic,2025-03-10T00:00:00Z,12405,6282,485.0,535.0,3160.0,2067,89.0,130.0,11960.0,1324.0,0.0,1085.0,185.0,0.0,13.0,3148,30,Facebook / Meta Ads,3-4 weeks,10.0,56,Independent,No,3.5,23,4,yes,30-32,26-30,1.97468958930277,1.52878567972908,2409.0,198.0,9996.0,2962.0,2.25698207586494,1.54698485396328,415.94,472.56,True
EID268,NID247,2025-04-02T15:14:29.049Z,EDM / Electronic,2025-02-03T00:00:00Z,5006,2803,121.0,203.0,1117.0,796,28.0,55.0,15484.0,488.0,0.0,0.0,109.0,0.0,0.0,3148,25,Facebook / Meta Ads,3-4 weeks,10.0,56,Independent,No,3.5,58,9,no,22-25,21-25,1.78594363182305,1.40326633165829,488.0,109.0,4518.0,1008.0,1.86108558572832,1.41542449773169,107.01,190.35,False
EID269,NID248,2025-04-02T15:18:43.113Z,EDM / Electronic,2024-04-19T00:00:00Z,7690,4873,164.0,542.0,1978.0,1478,42.0,98.0,117359.0,680.0,1009.0,0.0,188.0,293.0,0.0,3148,28,Facebook / Meta Ads,3-4 weeks,10.0,56,Independent,Yes,3.5,348,50,no,26-29,26-30,1.5780833162323,1.3382949932341,1689.0,481.0,6001.0,1497.0,1.67917949159474,1.35108303249097,115.58,498.22,False
EID270,NID249,2025-04-02T15:23:39.022Z,EDM / Electronic,2025-03-27T00:00:00Z,3708,2409,157.0,193.0,3708.0,2409,157.0,193.0,4208.0,160.0,0.0,1227.0,160.0,0.0,1227.0,3148,23,Facebook / Meta Ads,3-4 weeks,10.0,56,Independent,No,3.5,6,1,yes,22-25,21-25,1.53922789539228,1.53922789539228,1387.0,1387.0,2321.0,2321.0,1.72940906746145,1.72940906746145,117.24,157.05,True
EID271,NID250,2025-04-02T16:20:11.680Z,Rock,2025-03-07T00:00:00Z,1105,589,365.0,215.0,352.0,216,95.0,37.0,1713.0,26.0,0.0,0.0,15.0,0.0,0.0,225,13,Facebook / Meta Ads,11-12 weeks,10.0,31,Independent,No,11.5,26,4,yes,11-13,11-15,1.87606112054329,1.62962962962963,26.0,15.0,1079.0,337.0,1.89630931458699,1.64823175319789,364.25,214.33,True
EID272,NID251,2025-04-02T16:24:27.481Z,Rock,2024-11-08T00:00:00Z,543,229,14.0,18.0,105.0,71,1.0,4.0,3615.0,29.0,0.0,0.0,3.0,0.0,0.0,225,11,Facebook / Meta Ads,11-12 weeks,10.0,31,Independent,No,11.5,145,21,no,11-13,11-15,2.37117903930131,1.47887323943662,29.0,3.0,514.0,102.0,2.4867882396725,1.48488241881299,13.17,17.25,False
EID273,NID252,2025-04-02T19:29:36.249Z,EDM / Electronic,2025-02-25T00:00:00Z,43409,15699,2977.0,2131.0,9903.0,4527,654.0,513.0,53539.0,7193.0,863.0,710.0,923.0,329.0,4.0,10026,38,Facebook / Meta Ads,5-6 weeks,10.0,28,Independent,Yes,5.5,36,6,no,36-40,31-40,2.76508057838079,2.18754141815772,8766.0,1256.0,34643.0,8647.0,3.86816631880921,2.4283554038582,2725.68,1903.78,False
EID274,NID253,2025-04-03T01:23:58.430Z,Country,2025-03-07T00:00:00Z,4363,2937,320.0,403.0,598.0,434,13.0,51.0,4363.0,2209.0,0.0,197.0,215.0,0.0,26.0,139,22,Facebook / Meta Ads,Over 12 weeks,10.0,25,Independent,No,14.0,27,4,yes,22-25,21-25,1.48552945182159,1.3778801843318,2406.0,241.0,1957.0,357.0,1.80164294313434,1.43595297029703,251.02,340.63,True
EID275,NID093,2025-04-03T04:41:07.622Z,EDM / Electronic,2025-03-07T00:00:00Z,4542,2301,200.0,271.0,1260.0,788,16.0,55.0,4542.0,409.0,0.0,30.0,49.0,0.0,0.0,1598,23,SubmitHub / Groover / Playlist Push,9-10 weeks,8.0,20,Independent,No,9.5,27,4,yes,22-25,21-25,1.97392438070404,1.5989847715736,439.0,49.0,4103.0,1211.0,2.08984053598715,1.61400451096986,187.41,259.62,True
EID276,NID254,2025-04-03T07:29:22.851Z,EDM / Electronic,2024-08-28T00:00:00Z,1484,922,28.0,51.0,294.0,224,8.0,11.0,26039.0,582.0,0.0,0.0,110.0,0.0,0.0,638,16,Facebook / Meta Ads,7-8 weeks,10.0,18,Independent,Yes,7.5,218,32,no,14-16,16-20,1.60954446854664,1.3125,582.0,110.0,902.0,184.0,1.90171910476808,1.32008830022075,11.31,35.91,False
EID277,NID255,2025-04-03T13:36:34.448Z,Ambient / Relaxing / Meditation / World / New Age,2024-05-21T00:00:00Z,16658,9431,242.0,368.0,3763.0,2480,51.0,85.0,255813.0,8491.0,0.0,0.0,1688.0,0.0,0.0,4670,33,Facebook / Meta Ads,5-6 weeks,33.0,73,Independent,Yes,5.5,317,46,no,33-35,31-40,1.76630261902237,1.51733870967742,8491.0,1688.0,8167.0,2075.0,2.81672989679781,1.75618489583333,-1.43,147.9,False
EID278,NID256,2025-04-03T15:49:43.983999Z,Rock,2021-09-03T00:00:00Z,7479,2926,276.0,216.0,2165.0,1216,70.0,56.0,104202.0,1404.0,1704.0,0.0,510.0,425.0,0.0,2492,30,Facebook / Meta Ads,Over 12 weeks,10.0,25,Independent,Yes,14.0,1308,187,no,30-32,26-30,2.55604921394395,1.78042763157895,3108.0,935.0,4371.0,1230.0,8.16657085369359,2.47599876122639,186.9,135.44,False
EID279,NID207,2025-04-04T09:59:16.519Z,EDM / Electronic,2025-02-14T00:00:00Z,3930,1219,204.0,168.0,863.0,410,39.0,24.0,9798.0,182.0,0.0,15.0,17.0,0.0,0.0,530,23,Facebook / Meta Ads,7-8 weeks,10.0,16,Independent,No,7.5,49,8,no,22-25,21-25,3.2239540607055,2.10487804878049,197.0,17.0,3733.0,846.0,3.49708150176551,2.13139534883721,198.35,162.89,False
EID280,NID208,2025-04-04T10:00:49.926Z,EDM / Electronic,2024-07-26T00:00:00Z,919,474,10.0,19.0,208.0,160,1.0,4.0,19763.0,36.0,0.0,0.0,9.0,0.0,0.0,530,14,Facebook / Meta Ads,7-8 weeks,10.0,16,Independent,No,7.5,252,37,no,14-16,11-15,1.93881856540084,1.3,36.0,9.0,883.0,199.0,1.97845570492933,1.3,8.97,18.07,False
EID281,NID209,2025-04-04T10:04:29.370Z,EDM / Electronic,2024-12-27T00:00:00Z,1390,747,20.0,60.0,303.0,229,3.0,16.0,9144.0,31.0,0.0,0.0,5.0,0.0,0.0,530,17,Facebook / Meta Ads,7-8 weeks,10.0,16,Independent,No,7.5,98,15,no,17-19,16-20,1.86077643908969,1.32314410480349,31.0,5.0,1359.0,298.0,1.87926816296139,1.32353946019816,19.11,59.2,False
EID282,NID257,2025-04-04T13:55:01.739Z,EDM / Electronic,2025-03-07T00:00:00Z,11376,3903,2128.0,1061.0,2741.0,1234,368.0,189.0,11377.0,236.0,0.0,0.0,49.0,0.0,0.0,1004,29,Facebook / Meta Ads,7-8 weeks,10.0,41,Independent,No,7.5,28,5,yes,26-29,26-30,2.91468101460415,2.22123176661264,236.0,49.0,11140.0,2692.0,2.99344757022675,2.25025720164609,2121.23,1054.88,True
EID283,NID258,2025-04-04T20:30:32.739Z,Metal,2024-10-11T00:00:00Z,20110,8640,942.0,513.0,9024.0,4764,344.0,213.0,94929.0,2822.0,6894.0,0.0,972.0,4857.0,0.0,4694,34,Facebook / Meta Ads,7-8 weeks,10.0,38,Independent,Yes,7.5,175,26,no,33-35,31-40,2.3275462962963,1.89420654911839,9716.0,5829.0,10394.0,3195.0,8.91306068601583,11.4044481054366,663.45,261.15,False
EID284,NID093,2025-04-05T04:11:35.427Z,EDM / Electronic,2025-03-07T00:00:00Z,4949,4948,201.0,276.0,1203.0,812,11.0,52.0,4949.0,414.0,0.0,31.0,35.0,0.0,0.0,1597,23,SubmitHub / Groover / Playlist Push,9-10 weeks,9.0,20,Independent,No,9.5,29,5,yes,22-25,21-25,1.00020210185934,1.48152709359606,445.0,35.0,4504.0,1168.0,1.0,1.48775230256712,188.24,264.47,True
EID285,NID259,2025-04-05T10:59:34.574Z,Hip-Hop,2023-06-30T00:00:00Z,821,586,6.0,20.0,220.0,199,3.0,20.0,187763.0,43.0,0.0,0.0,24.0,0.0,0.0,489,13,3rd Party Playlisting,Over 12 weeks,2.0,47,Independent,No,14.0,645,93,no,11-13,11-15,1.40102389078498,1.10552763819095,43.0,24.0,778.0,196.0,1.4070673344463,1.08564124414146,4.77,18.89,False
